"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp5K_bs8B.csv -cnm --socket 1 240",,,,"Date:","20 Jul 2017 14:16:26 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
3.209,7.754,86.631,0.0,0.0,2.406,126966.0,208.0,170590208.0,64929792.0,350408704.0,382279680.0,350.0,4.0,6.0,0.0,0.0
1.630,6.522,90.761,0.0,0.0,1.087,131010.0,1263.0,170573824.0,64937984.0,350408704.0,382287872.0,350.0,4.0,6.0,0.0,0.0
1.053,7.368,88.684,0.0,0.0,2.895,127030.0,470.0,170573824.0,64937984.0,350408704.0,382287872.0,349.0,3.0,6.0,0.0,0.0
1.061,5.836,89.655,0.0,0.0,3.448,130942.0,1315.0,170573824.0,64937984.0,350408704.0,382287872.0,349.0,3.0,6.0,0.0,0.0
1.319,7.124,87.071,0.0,0.0,4.485,124264.0,600.0,170573824.0,64937984.0,350408704.0,382287872.0,350.0,4.0,6.0,0.0,0.0
1.034,6.202,87.339,0.0,0.0,5.426,135248.0,1323.0,170573824.0,64937984.0,350408704.0,382287872.0,349.0,3.0,6.0,0.0,0.0
1.575,7.087,87.664,0.0,0.0,3.675,124453.0,600.0,170577920.0,64942080.0,350408704.0,382279680.0,350.0,4.0,6.0,0.0,0.0
0.796,7.692,89.125,0.0,0.0,2.387,137640.0,1245.0,170696704.0,64942080.0,350408704.0,382160896.0,349.0,3.0,6.0,0.0,0.0
2.111,7.652,87.071,0.0,0.0,3.166,124448.0,600.0,170696704.0,64942080.0,350408704.0,382160896.0,350.0,4.0,6.0,0.0,0.0
1.847,10.818,85.224,0.0,0.0,2.111,137318.0,825.0,170688512.0,64942080.0,350416896.0,382160896.0,349.0,3.0,6.0,0.0,0.0
0.822,15.890,81.644,0.0,0.0,1.644,126132.0,208.0,170688512.0,64942080.0,350416896.0,382160896.0,350.0,4.0,6.0,0.0,0.0
1.639,15.027,81.421,0.0,0.0,1.913,136278.0,1317.0,170909696.0,64946176.0,350412800.0,381939712.0,350.0,3.0,6.0,0.0,0.0
1.061,11.141,86.472,0.0,0.0,1.326,115704.0,420.0,170962944.0,64946176.0,350416896.0,381882368.0,351.0,4.0,6.0,0.0,0.0
1.309,8.639,87.173,0.0,0.0,2.880,132216.0,1515.0,170926080.0,64946176.0,350420992.0,381915136.0,350.0,3.0,6.0,0.0,0.0
0.542,6.233,90.244,0.0,0.0,2.981,128265.0,865.0,171069440.0,64946176.0,350420992.0,381771776.0,350.0,4.0,6.0,0.0,0.0
1.587,7.143,88.095,0.265,0.0,2.910,141044.0,1281.0,170958848.0,64946176.0,350420992.0,381882368.0,349.0,3.0,6.0,0.0,0.0
1.809,8.786,86.047,0.258,0.0,3.101,126058.0,600.0,171053056.0,64954368.0,350420992.0,381779968.0,350.0,4.0,6.0,0.0,0.0
2.653,9.019,86.472,0.0,0.0,1.857,137686.0,825.0,170926080.0,64954368.0,350420992.0,381906944.0,349.0,3.0,6.0,0.0,0.0
2.865,9.115,83.594,0.0,0.0,4.427,125701.0,824.0,171438080.0,64954368.0,350425088.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.837,7.874,86.877,0.0,0.0,3.412,129444.0,200.0,171380736.0,64954368.0,350425088.0,381448192.0,349.0,4.0,6.0,0.0,0.0
1.058,7.937,88.360,0.0,0.0,2.646,119774.0,690.0,171429888.0,64954368.0,350425088.0,381399040.0,350.0,4.0,6.0,0.0,0.0
0.796,7.427,88.594,0.0,0.0,3.183,132304.0,825.0,171421696.0,64962560.0,350425088.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.337,13.636,83.155,0.0,0.0,1.872,128294.0,208.0,171421696.0,64962560.0,350425088.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.105,14.365,82.320,0.0,0.0,2.210,130844.0,1317.0,171429888.0,64962560.0,350425088.0,381390848.0,349.0,4.0,6.0,0.0,0.0
0.817,15.804,81.744,0.0,0.0,1.635,120304.0,420.0,171421696.0,64962560.0,350425088.0,381399040.0,350.0,5.0,6.0,0.0,0.0
1.837,7.349,89.239,0.0,0.0,1.575,128490.0,1005.0,171421696.0,64962560.0,350425088.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.028,7.712,86.118,0.0,0.0,5.141,125669.0,1045.0,171417600.0,64966656.0,350425088.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.862,7.447,88.564,0.0,0.0,2.128,127868.0,650.0,171417600.0,64966656.0,350425088.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.818,7.532,87.273,0.0,0.0,3.377,123252.0,600.0,171409408.0,64966656.0,350425088.0,381407232.0,350.0,4.0,6.0,0.0,0.0
1.305,9.399,88.251,0.0,0.0,1.044,133776.0,825.0,171417600.0,64966656.0,350425088.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.344,6.989,89.516,0.0,0.0,2.151,115966.0,955.0,171409408.0,64966656.0,350425088.0,381407232.0,350.0,4.0,6.0,0.0,0.0
2.828,4.627,90.231,0.0,0.0,2.314,49174.0,200.0,171532288.0,64970752.0,350425088.0,381280256.0,349.0,4.0,6.0,0.0,0.0
1.630,6.522,88.859,0.0,0.0,2.989,126198.0,666.0,171528192.0,64970752.0,350429184.0,381280256.0,350.0,4.0,6.0,0.0,0.0
3.421,9.211,86.053,0.0,0.0,1.316,129022.0,302.0,171528192.0,64970752.0,350429184.0,381280256.0,350.0,4.0,6.0,0.0,0.0
2.973,7.027,88.919,0.0,0.0,1.081,124804.0,200.0,171401216.0,64970752.0,350429184.0,381407232.0,349.0,3.0,6.0,0.0,0.0
2.162,14.054,81.622,0.0,0.0,2.162,138347.0,1315.0,171409408.0,64970752.0,350429184.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.127,14.930,81.127,0.282,0.0,2.535,127851.0,600.0,171409408.0,64978944.0,350429184.0,381390848.0,350.0,4.0,6.0,0.0,0.0
2.479,11.846,82.920,0.0,0.0,2.755,140400.0,1359.0,171409408.0,64978944.0,350429184.0,381390848.0,349.0,3.0,6.0,0.0,0.0
2.639,7.916,87.071,0.0,0.0,2.375,129645.0,865.0,171409408.0,64978944.0,350429184.0,381390848.0,350.0,4.0,6.0,0.0,0.0
2.244,9.975,83.791,0.0,0.0,3.990,138054.0,1098.0,171438080.0,64978944.0,350433280.0,381358080.0,349.0,3.0,6.0,0.0,0.0
1.316,7.895,87.895,0.0,0.0,2.895,138785.0,1429.0,171405312.0,64978944.0,350433280.0,381390848.0,349.0,4.0,6.0,0.0,0.0
0.792,8.443,88.127,0.0,0.0,2.639,129600.0,298.0,171401216.0,64983040.0,350433280.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.289,9.794,86.598,0.0,0.0,2.320,128096.0,690.0,171401216.0,64983040.0,350433280.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.075,6.183,89.516,0.0,0.0,3.226,138416.0,1269.0,171401216.0,64983040.0,350433280.0,381390848.0,349.0,4.0,6.0,0.0,0.0
1.583,7.388,87.071,0.0,0.0,3.958,127840.0,208.0,171401216.0,64983040.0,350433280.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.050,9.186,87.927,0.0,0.0,1.837,138212.0,1727.0,171401216.0,64983040.0,350433280.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.609,6.434,89.008,0.0,0.0,2.949,130877.0,576.0,171401216.0,64983040.0,350433280.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.055,6.596,89.446,0.0,0.0,2.902,125034.0,915.0,171397120.0,64987136.0,350433280.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.690,12.958,82.254,0.0,0.0,3.099,131376.0,208.0,171393024.0,64987136.0,350437376.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.630,16.304,79.891,0.0,0.0,2.174,140356.0,1127.0,171388928.0,64987136.0,350441472.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.351,12.973,84.054,0.0,0.0,1.622,130388.0,865.0,171388928.0,64987136.0,350441472.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.266,7.342,85.570,0.0,0.0,5.823,137416.0,650.0,171388928.0,64987136.0,350441472.0,381390848.0,349.0,3.0,6.0,0.0,0.0
0.528,9.235,88.127,0.0,0.0,2.111,137532.0,1405.0,171384832.0,64991232.0,350441472.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.276,9.184,85.459,0.0,0.0,4.082,126824.0,208.0,171384832.0,64991232.0,350441472.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.061,7.692,88.859,0.0,0.0,2.387,126026.0,690.0,171376640.0,64991232.0,350441472.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.852,6.614,88.360,0.0,0.0,3.175,142382.0,825.0,171376640.0,64991232.0,350441472.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.312,7.874,87.139,0.0,0.0,3.675,126262.0,812.0,171409408.0,64991232.0,350441472.0,381366272.0,350.0,4.0,6.0,0.0,0.0
0.804,7.239,88.740,0.268,0.0,2.949,127322.0,200.0,171376640.0,64999424.0,350441472.0,381390848.0,350.0,4.0,6.0,0.0,0.0
2.067,8.010,86.822,0.0,0.0,3.101,126322.0,200.0,171376640.0,64999424.0,350441472.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.333,5.867,89.333,0.0,0.0,3.467,138762.0,1315.0,171368448.0,64999424.0,350441472.0,381399040.0,349.0,3.0,6.0,0.0,0.0
2.145,8.847,87.399,0.0,0.0,1.609,139820.0,1317.0,171368448.0,64999424.0,350441472.0,381399040.0,349.0,3.0,6.0,0.0,0.0
0.836,15.042,81.894,0.0,0.0,2.228,128248.0,208.0,171368448.0,64999424.0,350441472.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.892,16.757,79.730,0.0,0.0,1.622,126146.0,420.0,171393024.0,65007616.0,350441472.0,381366272.0,351.0,4.0,6.0,0.0,0.0
1.359,9.239,87.228,0.0,0.0,2.174,135154.0,1005.0,171384832.0,65007616.0,350441472.0,381374464.0,350.0,3.0,6.0,0.0,0.0
1.630,4.076,90.761,0.0,0.0,3.533,128506.0,612.0,171417600.0,65007616.0,350441472.0,381341696.0,351.0,4.0,6.0,0.0,0.0
1.333,6.667,88.0,0.0,0.0,4.0,126492.0,200.0,171384832.0,65007616.0,350441472.0,381374464.0,350.0,4.0,6.0,0.0,0.0
2.375,6.332,87.335,0.0,0.0,3.958,127523.0,200.0,171356160.0,65007616.0,350445568.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.072,3.485,89.276,0.0,0.0,6.166,141016.0,1315.0,171356160.0,65015808.0,350445568.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.337,6.417,89.037,0.0,0.0,3.209,139774.0,1315.0,171347968.0,65015808.0,350445568.0,381399040.0,349.0,3.0,6.0,0.0,0.0
2.062,8.763,85.052,0.0,0.0,4.124,127852.0,600.0,171347968.0,65015808.0,350445568.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.295,9.845,86.269,0.0,0.0,2.591,141872.0,825.0,171347968.0,65015808.0,350445568.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.604,7.754,89.037,0.0,0.0,1.604,142672.0,1747.0,171347968.0,65015808.0,350445568.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.044,9.661,87.206,0.0,0.0,2.089,123832.0,208.0,171347968.0,65024000.0,350445568.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.617,11.860,84.367,0.0,0.0,2.156,141568.0,1217.0,171339776.0,65024000.0,350445568.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.617,16.712,79.784,0.0,0.0,1.887,131628.0,600.0,171339776.0,65024000.0,350445568.0,381399040.0,350.0,4.0,6.0,0.0,0.0
0.557,14.206,82.451,0.0,0.0,2.786,142010.0,825.0,171335680.0,65024000.0,350449664.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.913,7.377,89.071,0.0,0.0,1.639,139774.0,1315.0,171335680.0,65024000.0,350449664.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.370,6.027,89.589,0.274,0.0,2.740,129692.0,600.0,171327488.0,65032192.0,350449664.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.857,7.692,88.859,0.0,0.0,1.592,135708.0,825.0,171335680.0,65032192.0,350449664.0,381390848.0,349.0,3.0,6.0,0.0,0.0
1.058,8.201,88.624,0.0,0.0,2.116,141296.0,1315.0,171327488.0,65032192.0,350449664.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.333,7.733,88.533,0.0,0.0,2.400,129692.0,865.0,171327488.0,65032192.0,350449664.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.596,8.245,87.766,0.0,0.0,2.394,141458.0,560.0,171327488.0,65032192.0,350449664.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.340,7.775,89.276,0.0,0.0,1.609,140878.0,1315.0,171319296.0,65040384.0,350449664.0,381399040.0,349.0,3.0,6.0,0.0,0.0
1.587,8.730,87.566,0.0,0.0,2.116,133998.0,208.0,171315200.0,65040384.0,350453760.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.072,7.507,89.276,0.0,0.0,2.145,131808.0,600.0,171315200.0,65040384.0,350453760.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.823,10.156,85.938,0.0,0.0,2.083,139940.0,825.0,171315200.0,65040384.0,350453760.0,381399040.0,349.0,3.0,6.0,0.0,0.0
0.815,12.772,84.511,0.0,0.0,1.902,132531.0,208.0,171315200.0,65040384.0,350453760.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.102,16.529,80.441,0.0,0.0,1.928,135194.0,208.0,171307008.0,65048576.0,350453760.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.370,15.342,81.370,0.0,0.0,1.918,129812.0,110.0,171307008.0,65048576.0,350453760.0,381399040.0,350.0,4.0,6.0,0.0,0.0
1.600,8.0,87.467,0.0,0.0,2.933,134532.0,857.0,171315200.0,65048576.0,350453760.0,381390848.0,350.0,4.0,6.0,0.0,0.0
1.823,9.375,86.458,0.0,0.0,2.344,132800.0,890.0,171339776.0,65048576.0,350453760.0,381366272.0,349.0,3.0,6.0,0.0,0.0
1.519,4.557,91.899,0.0,0.0,2.025,53794.0,510.0,171307008.0,65048576.0,350453760.0,381399040.0,350.0,4.0,6.0,0.0,0.0
3.403,9.948,82.984,0.0,0.0,3.665,133714.0,302.0,171266048.0,65056768.0,350453760.0,381431808.0,350.0,4.0,6.0,0.0,0.0
1.330,9.043,86.702,0.0,0.0,2.926,135154.0,200.0,171290624.0,65056768.0,350453760.0,381407232.0,349.0,3.0,6.0,0.0,0.0
1.579,8.421,87.632,0.0,0.0,2.368,141792.0,1315.0,171290624.0,65056768.0,350453760.0,381407232.0,349.0,4.0,6.0,0.0,0.0
1.276,11.990,84.184,0.0,0.0,2.551,133792.0,600.0,171286528.0,65056768.0,350457856.0,381407232.0,350.0,4.0,6.0,0.0,0.0
1.587,8.730,87.302,0.0,0.0,2.381,140906.0,825.0,171286528.0,65056768.0,350457856.0,381407232.0,349.0,3.0,6.0,0.0,0.0
1.862,8.777,86.968,0.0,0.0,2.394,135692.0,1045.0,171286528.0,65056768.0,350457856.0,381407232.0,350.0,4.0,6.0,0.0,0.0
0.809,9.164,88.949,0.0,0.0,1.078,138494.0,698.0,171278336.0,65060864.0,350461952.0,381407232.0,349.0,3.0,6.0,0.0,0.0
1.639,14.208,83.333,0.0,0.0,0.820,142619.0,1315.0,171151360.0,65060864.0,350461952.0,381534208.0,349.0,4.0,6.0,0.0,0.0
0.815,14.130,81.793,0.0,0.0,3.261,130324.0,208.0,171151360.0,65060864.0,350461952.0,381534208.0,351.0,4.0,6.0,0.0,0.0
1.685,11.236,84.831,0.0,0.0,2.247,141338.0,1217.0,171175936.0,65060864.0,350461952.0,381509632.0,350.0,3.0,6.0,0.0,0.0
0.813,8.401,90.244,0.0,0.0,0.542,129508.0,865.0,171175936.0,65060864.0,350461952.0,381509632.0,351.0,4.0,6.0,0.0,0.0
1.587,8.201,88.360,0.265,0.0,1.587,142148.0,560.0,171167744.0,65069056.0,350461952.0,381509632.0,349.0,3.0,6.0,0.0,0.0
0.800,9.067,87.733,0.0,0.0,2.400,143526.0,1507.0,171016192.0,65069056.0,350461952.0,381661184.0,349.0,3.0,6.0,0.0,0.0
0.781,10.938,85.938,0.0,0.0,2.344,142534.0,1317.0,171024384.0,65069056.0,350461952.0,381652992.0,349.0,3.0,6.0,0.0,0.0
2.156,6.739,89.488,0.0,0.0,1.617,133779.0,714.0,171016192.0,65069056.0,350461952.0,381661184.0,350.0,4.0,6.0,0.0,0.0
1.600,8.267,88.800,0.0,0.0,1.333,141228.0,825.0,171016192.0,65069056.0,350461952.0,381661184.0,349.0,3.0,6.0,0.0,0.0
1.575,9.711,86.877,0.0,0.0,1.837,132802.0,208.0,171012096.0,65073152.0,350461952.0,381661184.0,350.0,4.0,6.0,0.0,0.0
1.579,8.947,86.053,0.0,0.0,3.421,136948.0,1135.0,171012096.0,65073152.0,350461952.0,381661184.0,350.0,4.0,6.0,0.0,0.0
2.387,7.692,87.533,0.0,0.0,2.387,134584.0,380.0,171020288.0,65073152.0,350461952.0,381652992.0,349.0,3.0,6.0,0.0,0.0
1.070,6.417,89.572,0.0,0.0,2.941,140972.0,1507.0,171012096.0,65073152.0,350461952.0,381661184.0,349.0,3.0,6.0,0.0,0.0
1.340,12.869,80.697,0.0,0.0,5.094,140504.0,1381.0,171012096.0,65073152.0,350461952.0,381661184.0,349.0,4.0,6.0,0.0,0.0
1.583,13.720,79.683,0.264,0.0,4.749,129096.0,420.0,171008000.0,65077248.0,350461952.0,381661184.0,350.0,4.0,6.0,0.0,0.0
1.036,10.881,82.642,0.0,0.0,5.440,127022.0,910.0,171008000.0,65077248.0,350461952.0,381661184.0,350.0,4.0,6.0,0.0,0.0
2.799,8.906,84.478,0.0,0.0,3.817,129296.0,567.0,171016192.0,65077248.0,350461952.0,381652992.0,349.0,3.0,6.0,0.0,0.0
0.794,10.582,86.508,0.0,0.0,2.116,140970.0,1225.0,171008000.0,65077248.0,350461952.0,381661184.0,349.0,3.0,6.0,0.0,0.0
1.592,6.631,89.125,0.0,0.0,2.653,127856.0,510.0,171008000.0,65077248.0,350461952.0,381661184.0,350.0,4.0,6.0,0.0,0.0
1.072,7.775,89.544,0.0,0.0,1.609,128028.0,424.0,171028480.0,65085440.0,350466048.0,381628416.0,350.0,4.0,6.0,0.0,0.0
2.611,6.266,86.423,0.0,0.0,4.700,129128.0,200.0,170946560.0,65085440.0,350466048.0,381710336.0,349.0,3.0,6.0,0.0,0.0
1.579,8.421,88.158,0.0,0.0,1.842,139630.0,1225.0,170991616.0,65085440.0,350470144.0,381661184.0,349.0,3.0,6.0,0.0,0.0
0.522,7.572,86.945,0.0,0.0,4.961,129238.0,690.0,170999808.0,65085440.0,350470144.0,381652992.0,350.0,4.0,6.0,0.0,0.0
1.070,7.487,89.572,0.0,0.0,1.872,128818.0,550.0,170991616.0,65085440.0,350470144.0,381661184.0,350.0,4.0,6.0,0.0,0.0
2.145,5.898,90.080,0.0,0.0,1.877,119240.0,368.0,170983424.0,65093632.0,350470144.0,381661184.0,349.0,3.0,6.0,0.0,0.0
1.289,9.021,85.052,0.0,0.0,4.639,138906.0,1315.0,170983424.0,65093632.0,350470144.0,381661184.0,349.0,3.0,6.0,0.0,0.0
1.093,14.754,81.967,0.0,0.0,2.186,138712.0,1135.0,170983424.0,65093632.0,350470144.0,381661184.0,350.0,4.0,6.0,0.0,0.0
1.359,14.946,80.163,0.0,0.0,3.533,138379.0,596.0,170950656.0,65093632.0,350470144.0,381693952.0,349.0,3.0,6.0,0.0,0.0
0.806,11.559,84.409,0.0,0.0,3.226,132886.0,632.0,170983424.0,65093632.0,350470144.0,381661184.0,350.0,4.0,6.0,0.0,0.0
1.078,6.469,89.488,0.270,0.0,2.695,143802.0,915.0,170979328.0,65097728.0,350470144.0,381661184.0,349.0,3.0,6.0,0.0,0.0
1.323,6.878,88.095,0.0,0.0,3.704,132342.0,208.0,170979328.0,65097728.0,350470144.0,381661184.0,350.0,4.0,6.0,0.0,0.0
0.522,9.922,87.206,0.0,0.0,2.350,129116.0,690.0,170979328.0,65097728.0,350470144.0,381661184.0,350.0,4.0,6.0,0.0,0.0
2.105,8.158,86.579,0.0,0.0,3.158,144216.0,915.0,170987520.0,65097728.0,350470144.0,381652992.0,349.0,3.0,6.0,0.0,0.0
1.575,8.399,86.614,0.0,0.0,3.412,123984.0,420.0,170995712.0,65097728.0,350470144.0,381644800.0,350.0,4.0,6.0,0.0,0.0
1.319,8.971,87.599,0.0,0.0,2.111,131281.0,392.0,171012096.0,65105920.0,350470144.0,381620224.0,350.0,4.0,6.0,0.0,0.0
1.847,8.707,87.071,0.0,0.0,2.375,133916.0,200.0,171020288.0,65105920.0,350478336.0,381603840.0,349.0,3.0,6.0,0.0,0.0
1.330,8.245,88.032,0.0,0.0,2.394,145294.0,1315.0,170971136.0,65105920.0,350478336.0,381652992.0,349.0,3.0,6.0,0.0,0.0
0.829,5.801,90.884,0.0,0.0,2.486,142390.0,1315.0,170971136.0,65105920.0,350478336.0,381652992.0,349.0,4.0,6.0,0.0,0.0
1.096,8.493,87.123,0.0,0.0,3.288,132224.0,420.0,170971136.0,65105920.0,350478336.0,381652992.0,350.0,4.0,6.0,0.0,0.0
1.370,13.151,80.822,0.0,0.0,4.658,142441.0,1095.0,170971136.0,65114112.0,350478336.0,381644800.0,349.0,3.0,6.0,0.0,0.0
0.826,13.499,81.543,0.0,0.0,4.132,141752.0,1315.0,170962944.0,65114112.0,350478336.0,381652992.0,349.0,3.0,6.0,0.0,0.0
1.355,6.775,86.721,0.0,0.0,5.149,133280.0,865.0,170962944.0,65114112.0,350478336.0,381652992.0,350.0,4.0,6.0,0.0,0.0
0.536,6.166,89.544,0.0,0.0,3.753,143852.0,560.0,170962944.0,65114112.0,350478336.0,381652992.0,349.0,3.0,6.0,0.0,0.0
1.302,8.333,86.719,0.0,0.0,3.646,131314.0,824.0,170962944.0,65114112.0,350478336.0,381652992.0,350.0,4.0,6.0,0.0,0.0
2.111,9.499,86.544,0.0,0.0,1.847,134328.0,200.0,170909696.0,65118208.0,350478336.0,381702144.0,349.0,3.0,6.0,0.0,0.0
0.543,8.152,89.130,0.0,0.0,2.174,133584.0,208.0,170967040.0,65118208.0,350478336.0,381644800.0,350.0,4.0,6.0,0.0,0.0
1.333,9.600,87.733,0.0,0.0,1.333,133846.0,957.0,170958848.0,65118208.0,350478336.0,381652992.0,350.0,4.0,6.0,0.0,0.0
0.526,7.895,88.158,0.0,0.0,3.421,141779.0,560.0,170958848.0,65118208.0,350478336.0,381652992.0,349.0,4.0,6.0,0.0,0.0
1.316,8.158,87.368,0.0,0.0,3.158,136822.0,1147.0,170962944.0,65118208.0,350482432.0,381644800.0,350.0,4.0,6.0,0.0,0.0
1.579,9.474,87.105,0.0,0.0,1.842,136490.0,698.0,170987520.0,65118208.0,350482432.0,381620224.0,349.0,3.0,6.0,0.0,0.0
1.558,8.831,85.714,0.0,0.0,3.896,130750.0,600.0,170954752.0,65118208.0,350482432.0,381652992.0,350.0,4.0,6.0,0.0,0.0
1.635,11.444,85.014,0.0,0.0,1.907,141470.0,1474.0,170962944.0,65118208.0,350482432.0,381644800.0,349.0,4.0,6.0,0.0,0.0
1.630,11.413,85.870,0.0,0.0,1.087,55298.0,208.0,170954752.0,65118208.0,350482432.0,381652992.0,350.0,4.0,6.0,0.0,0.0
1.902,16.848,78.804,0.0,0.0,2.446,141384.0,1219.0,170954752.0,65118208.0,350482432.0,381652992.0,349.0,3.0,6.0,0.0,0.0
1.061,6.366,88.329,0.531,0.0,3.714,139034.0,1851.0,170950656.0,65118208.0,350486528.0,381652992.0,349.0,4.0,6.0,0.0,0.0
1.897,5.691,90.786,0.0,0.0,1.626,128484.0,208.0,170950656.0,65118208.0,350486528.0,381652992.0,350.0,4.0,6.0,0.0,0.0
1.302,8.333,86.979,0.0,0.0,3.385,136554.0,1217.0,170958848.0,65118208.0,350486528.0,381644800.0,349.0,3.0,6.0,0.0,0.0
